id,data,categoria,descricao,valor,forma_pagamento
1349,2024-04-03,Vestuário,Calçados,162.22,Boleto
1350,2024-04-04,Saúde,Farmácia,692.78,Cartão de débito
1351,2024-04-04,Alimentação,Restaurante,154.95,Cartão de débito
1352,2024-04-04,Moradia,Condomínio,1438.05,Boleto
1353,2024-04-05,Moradia,Condomínio,1176.8,Boleto
1354,2024-04-05,Moradia,Água,558.57,Boleto
1355,2024-04-05,Transporte,Estacionamento,70.86,Cartão de crédito
1356,2024-04-05,Transporte,Pedágio,158.22,Cartão de crédito
1357,2024-04-06,Alimentação,Padaria,41.88,Cartão de débito
1358,2024-04-07,Transporte,Aplicativo de transporte,138.21,Boleto
1359,2024-04-08,Alimentação,Restaurante,170.66,Cartão de crédito
1360,2024-04-09,Moradia,Energia elétrica,1626.78,Dinheiro
1361,2024-04-09,Alimentação,Feira,27.28,Dinheiro
1362,2024-04-09,Alimentação,Feira,145.8,Cartão de débito
1363,2024-04-09,Saúde,Consulta médica,612.92,Dinheiro
1364,2024-04-09,Educação,Mensalidade curso,285.08,Pix
1365,2024-04-10,Outros,Imprevisto,140.39,Cartão de débito
1366,2024-04-10,Lazer,Viagem,199.75,Boleto
1367,2024-04-10,Lazer,Show,152.23,Pix
1368,2024-04-11,Moradia,Condomínio,1415.1,Dinheiro
1369,2024-04-11,Saúde,Dentista,70.74,Cartão de débito
1370,2024-04-11,Moradia,Internet,1662.57,Pix
1371,2024-04-12,Vestuário,Calçados,107.69,Dinheiro
1372,2024-04-12,Alimentação,Restaurante,198.09,Pix
1373,2024-04-13,Transporte,Combustível,136.58,Cartão de crédito
1374,2024-04-13,Vestuário,Calçados,104.33,Cartão de crédito
1375,2024-04-13,Transporte,Ônibus,28.09,Cartão de débito
1376,2024-04-13,Educação,Plataforma online,565.21,Dinheiro
1377,2024-04-14,Educação,Mensalidade curso,552.32,Cartão de crédito
1378,2024-04-14,Educação,Mensalidade curso,674.53,Boleto
1379,2024-04-14,Outros,Presente,30.38,Boleto
1380,2024-04-14,Serviços,Lavanderia,25.93,Cartão de crédito
1381,2024-04-14,Outros,Doação,218.85,Boleto
1382,2024-04-14,Serviços,Manutenção doméstica,94.91,Pix
1383,2024-04-14,Transporte,Ônibus,120.14,Boleto
1384,2024-04-16,Alimentação,Restaurante,177.97,Cartão de débito
1385,2024-04-16,Transporte,Pedágio,6.47,Cartão de débito
1386,2024-04-16,Alimentação,Feira,189.93,Cartão de débito
1387,2024-04-17,Educação,Mensalidade curso,458.21,Dinheiro
1388,2024-04-17,Educação,Mensalidade curso,106.56,Pix
1389,2024-04-17,Moradia,Internet,956.5,Cartão de débito
1390,2024-04-18,Transporte,Pedágio,178.17,Boleto
1391,2024-04-18,Moradia,Energia elétrica,477.67,Boleto
1392,2024-04-18,Transporte,Pedágio,132.75,Cartão de débito
1393,2024-04-18,Alimentação,Restaurante,158.76,Cartão de crédito
1394,2024-04-18,Transporte,Combustível,38.77,Cartão de débito
1395,2024-04-19,Serviços,Lavanderia,289.95,Boleto
1396,2024-04-19,Lazer,Cinema,24.68,Cartão de débito
1397,2024-04-19,Transporte,Manutenção do veículo,54.56,Boleto
1398,2024-04-19,Serviços,Manutenção doméstica,332.15,Dinheiro
1399,2024-04-20,Alimentação,Supermercado,66.09,Dinheiro
1400,2024-04-20,Alimentação,Supermercado,181.7,Pix
1401,2024-04-20,Educação,Material escolar,557.32,Pix
1402,2024-04-20,Saúde,Farmácia,79.0,Dinheiro
1403,2024-04-20,Moradia,Gás,1819.29,Dinheiro
1404,2024-04-21,Moradia,Internet,1512.33,Dinheiro
1405,2024-04-21,Serviços,Manutenção doméstica,391.29,Pix
1406,2024-04-21,Educação,Livros,372.67,Boleto
1407,2024-04-21,Alimentação,Supermercado,51.96,Dinheiro
1408,2024-04-22,Moradia,Aluguel,1176.58,Cartão de débito
1409,2024-04-23,Educação,Plataforma online,108.9,Pix
1410,2024-04-23,Alimentação,Supermercado,106.49,Dinheiro
1411,2024-04-24,Saúde,Farmácia,826.14,Cartão de crédito
1412,2024-04-24,Outros,Doação,43.78,Dinheiro
1413,2024-04-24,Moradia,Água,2003.28,Pix
1414,2024-04-25,Lazer,Streaming,112.67,Pix
1415,2024-04-25,Transporte,Ônibus,65.01,Cartão de crédito
1416,2024-04-26,Transporte,Manutenção do veículo,44.16,Pix
1417,2024-04-26,Lazer,Viagem,168.79,Boleto
1418,2024-04-26,Transporte,Estacionamento,128.54,Cartão de crédito
1419,2024-04-26,Moradia,Água,714.48,Cartão de débito
1420,2024-04-27,Lazer,Streaming,259.61,Cartão de débito
1421,2024-04-27,Alimentação,Padaria,57.85,Cartão de débito
1422,2024-04-27,Vestuário,Roupas,358.21,Cartão de crédito
1423,2024-04-28,Saúde,Consulta médica,657.64,Cartão de débito
1424,2024-04-28,Educação,Mensalidade curso,644.0,Boleto
1425,2024-04-28,Vestuário,Acessórios,359.37,Cartão de débito
1426,2024-04-29,Vestuário,Calçados,150.26,Dinheiro
1427,2024-04-29,Vestuário,Calçados,98.88,Cartão de débito
1428,2024-04-29,Lazer,Show,199.33,Pix
1429,2024-04-30,Serviços,Salão de beleza,330.74,Cartão de débito
1430,2024-04-30,Vestuário,Calçados,281.8,Cartão de débito
1431,2024-04-30,Serviços,Assinatura de app,485.41,Boleto
1432,2024-05-01,Transporte,Pedágio,166.73,Pix
1433,2024-05-01,Vestuário,Roupas,355.14,Cartão de débito
1434,2024-05-01,Alimentação,Feira,131.75,Pix
1435,2024-05-02,Transporte,Pedágio,74.09,Cartão de crédito
1436,2024-05-02,Transporte,Manutenção do veículo,43.25,Pix
1437,2024-05-02,Lazer,Bar,244.49,Cartão de débito
1438,2024-05-03,Saúde,Consulta médica,728.49,Cartão de crédito
1439,2024-05-03,Alimentação,Padaria,136.7,Dinheiro
1440,2024-05-03,Transporte,Ônibus,139.03,Boleto
1441,2024-05-03,Vestuário,Roupas,369.49,Cartão de débito
1442,2024-05-04,Outros,Diversos,17.82,Dinheiro
1443,2024-05-04,Serviços,Assinatura de app,84.08,Boleto
1444,2024-05-04,Alimentação,Delivery,181.69,Cartão de crédito
1445,2024-05-05,Transporte,Ônibus,173.8,Pix
1446,2024-05-05,Alimentação,Feira,48.06,Cartão de crédito
1447,2024-05-05,Alimentação,Restaurante,52.21,Cartão de débito
1448,2024-05-06,Moradia,Energia elétrica,840.53,Dinheiro
1449,2024-05-06,Transporte,Estacionamento,90.04,Cartão de débito
1450,2024-05-07,Educação,Plataforma online,631.26,Boleto
1451,2024-05-07,Saúde,Plano de saúde,491.76,Dinheiro
1452,2024-05-07,Alimentação,Feira,214.37,Dinheiro
1453,2024-05-07,Alimentação,Feira,43.01,Cartão de débito
1454,2024-05-08,Outros,Diversos,80.83,Cartão de crédito
1455,2024-05-08,Outros,Diversos,29.22,Dinheiro
1456,2024-05-09,Serviços,Lavanderia,74.21,Dinheiro
1457,2024-05-10,Moradia,Condomínio,801.21,Pix
1458,2024-05-10,Lazer,Cinema,27.97,Cartão de crédito
1459,2024-05-11,Educação,Mensalidade curso,289.88,Pix
1460,2024-05-11,Alimentação,Supermercado,123.11,Pix
1461,2024-05-11,Moradia,Gás,318.48,Cartão de débito
1462,2024-05-11,Moradia,Internet,1902.77,Cartão de débito
1463,2024-05-12,Vestuário,Acessórios,411.41,Cartão de débito
1464,2024-05-12,Moradia,Aluguel,1913.06,Cartão de débito
1465,2024-05-12,Saúde,Dentista,599.91,Dinheiro
1466,2024-05-12,Saúde,Farmácia,384.81,Cartão de débito
1467,2024-05-13,Educação,Livros,671.02,Boleto
1468,2024-05-13,Alimentação,Restaurante,199.15,Pix
1469,2024-05-13,Alimentação,Lanchonete,137.2,Boleto
1470,2024-05-13,Alimentação,Delivery,144.72,Cartão de débito
1471,2024-05-14,Transporte,Pedágio,5.43,Cartão de crédito
1472,2024-05-14,Transporte,Pedágio,176.79,Pix
1473,2024-05-14,Alimentação,Feira,16.21,Pix
1474,2024-05-14,Alimentação,Lanchonete,172.74,Cartão de débito
1475,2024-05-14,Alimentação,Feira,191.1,Dinheiro
1476,2024-05-15,Saúde,Exames,223.27,Dinheiro
1477,2024-05-15,Alimentação,Restaurante,130.91,Pix
1478,2024-05-15,Serviços,Lavanderia,147.2,Cartão de débito
1479,2024-05-15,Moradia,Gás,1760.61,Pix
1480,2024-05-16,Educação,Material escolar,894.54,Cartão de crédito
1481,2024-05-16,Alimentação,Delivery,144.64,Dinheiro
1482,2024-05-16,Transporte,Estacionamento,37.97,Cartão de crédito
1483,2024-05-16,Lazer,Streaming,279.37,Dinheiro
1484,2024-05-16,Transporte,Combustível,177.82,Dinheiro
1485,2024-05-17,Transporte,Estacionamento,101.78,Dinheiro
1486,2024-05-17,Alimentação,Feira,88.97,Cartão de crédito
1487,2024-05-17,Vestuário,Roupas,244.56,Pix
1488,2024-05-18,Alimentação,Supermercado,18.98,Boleto
1489,2024-05-18,Serviços,Salão de beleza,329.5,Cartão de crédito
1490,2024-05-18,Moradia,Água,742.41,Dinheiro
1491,2024-05-18,Lazer,Jogos,61.14,Dinheiro
1492,2024-05-19,Alimentação,Padaria,63.13,Cartão de débito
1493,2024-05-19,Serviços,Assinatura de app,359.34,Cartão de crédito
1494,2024-05-20,Alimentação,Lanchonete,128.57,Dinheiro
1495,2024-05-20,Alimentação,Feira,101.15,Pix
1496,2024-05-20,Saúde,Farmácia,407.35,Cartão de crédito
1497,2024-05-20,Alimentação,Padaria,73.14,Pix
1498,2024-05-20,Transporte,Combustível,41.65,Cartão de crédito
1499,2024-05-21,Moradia,Gás,392.85,Cartão de crédito
1500,2024-05-21,Educação,Livros,95.95,Cartão de débito
1501,2024-05-21,Moradia,Condomínio,994.37,Boleto
1502,2024-05-21,Alimentação,Delivery,88.09,Boleto
1503,2024-05-21,Educação,Plataforma online,628.02,Dinheiro
1504,2024-05-21,Transporte,Combustível,174.14,Pix
1505,2024-05-21,Lazer,Cinema,280.43,Cartão de débito
1506,2024-05-22,Alimentação,Lanchonete,168.55,Cartão de crédito
1507,2024-05-22,Transporte,Combustível,102.74,Dinheiro
1508,2024-05-22,Saúde,Farmácia,558.96,Pix
1509,2024-05-23,Outros,Diversos,135.52,Cartão de débito
1510,2024-05-23,Lazer,Bar,205.27,Cartão de crédito
1511,2024-05-24,Lazer,Viagem,20.42,Dinheiro
1512,2024-05-24,Vestuário,Acessórios,147.53,Boleto
1513,2024-05-25,Educação,Livros,731.59,Pix
1514,2024-05-25,Serviços,Salão de beleza,258.74,Dinheiro
1515,2024-05-25,Saúde,Exames,29.74,Cartão de débito
1516,2024-05-25,Lazer,Jogos,45.28,Pix
1517,2024-05-25,Educação,Plataforma online,946.83,Dinheiro
1518,2024-05-26,Saúde,Exames,713.26,Cartão de crédito
1519,2024-05-26,Vestuário,Calçados,355.38,Cartão de débito
1520,2024-05-27,Lazer,Cinema,169.84,Pix
1521,2024-05-27,Lazer,Cinema,120.49,Dinheiro
1522,2024-05-28,Transporte,Ônibus,15.85,Dinheiro
1523,2024-05-28,Saúde,Dentista,626.19,Pix
1524,2024-05-29,Serviços,Salão de beleza,46.6,Boleto
1525,2024-05-29,Vestuário,Roupas,292.87,Cartão de crédito
1526,2024-05-29,Saúde,Dentista,451.37,Boleto
1527,2024-05-29,Alimentação,Padaria,63.97,Cartão de débito
1528,2024-05-29,Lazer,Jogos,61.73,Dinheiro
1529,2024-05-29,Vestuário,Acessórios,212.82,Pix
1530,2024-05-29,Vestuário,Calçados,78.65,Dinheiro
1531,2024-05-30,Outros,Diversos,66.2,Boleto
1532,2024-05-30,Saúde,Farmácia,550.42,Pix
1533,2024-05-30,Lazer,Jogos,43.42,Cartão de débito
1534,2024-05-30,Alimentação,Feira,28.05,Cartão de crédito
1535,2024-05-30,Lazer,Show,175.15,Cartão de débito
1536,2024-05-30,Alimentação,Feira,96.26,Dinheiro
1537,2024-05-31,Educação,Plataforma online,75.62,Dinheiro
1538,2024-05-31,Moradia,Aluguel,488.76,Pix
1539,2024-05-31,Alimentação,Padaria,117.26,Cartão de crédito
1540,2024-05-31,Vestuário,Acessórios,198.84,Pix
1541,2024-05-31,Educação,Plataforma online,733.13,Cartão de débito
1542,2024-05-31,Moradia,Aluguel,323.97,Pix
1543,2024-06-01,Educação,Plataforma online,550.73,Cartão de débito
1544,2024-06-01,Moradia,Aluguel,1999.31,Cartão de crédito
1545,2024-06-01,Moradia,Internet,590.34,Pix
1546,2024-06-01,Alimentação,Lanchonete,27.29,Pix
1547,2024-06-02,Saúde,Farmácia,657.8,Pix
1548,2024-06-03,Transporte,Pedágio,34.75,Boleto
1549,2024-06-03,Vestuário,Roupas,248.19,Dinheiro
1550,2024-06-03,Alimentação,Lanchonete,163.62,Cartão de débito
1551,2024-06-04,Alimentação,Padaria,53.09,Cartão de crédito
1552,2024-06-04,Lazer,Cinema,56.64,Pix
1553,2024-06-04,Transporte,Aplicativo de transporte,177.4,Cartão de débito
1554,2024-06-06,Moradia,Condomínio,197.95,Boleto
1555,2024-06-07,Alimentação,Restaurante,199.4,Pix
1556,2024-06-07,Outros,Diversos,228.03,Dinheiro
1557,2024-06-07,Transporte,Combustível,139.4,Cartão de crédito
1558,2024-06-08,Moradia,Internet,1119.79,Boleto
1559,2024-06-08,Educação,Plataforma online,427.75,Dinheiro
1560,2024-06-09,Saúde,Consulta médica,397.9,Boleto
1561,2024-06-09,Alimentação,Restaurante,104.68,Dinheiro
1562,2024-06-09,Alimentação,Delivery,174.96,Cartão de crédito
1563,2024-06-09,Outros,Diversos,220.27,Dinheiro
1564,2024-06-09,Transporte,Aplicativo de transporte,86.12,Cartão de débito
1565,2024-06-10,Alimentação,Lanchonete,23.33,Boleto
1566,2024-06-10,Alimentação,Padaria,34.67,Boleto
1567,2024-06-10,Alimentação,Padaria,47.64,Boleto
1568,2024-06-11,Transporte,Combustível,75.15,Cartão de débito
1569,2024-06-11,Lazer,Show,226.88,Dinheiro
1570,2024-06-11,Educação,Livros,579.99,Dinheiro
1571,2024-06-11,Lazer,Bar,221.42,Cartão de crédito
1572,2024-06-12,Serviços,Assinatura de app,414.09,Cartão de crédito
1573,2024-06-12,Vestuário,Roupas,171.09,Dinheiro
1574,2024-06-12,Saúde,Exames,480.91,Dinheiro
1575,2024-06-13,Vestuário,Acessórios,176.23,Dinheiro
1576,2024-06-13,Lazer,Jogos,292.54,Pix
1577,2024-06-13,Alimentação,Supermercado,197.43,Cartão de débito
1578,2024-06-13,Transporte,Combustível,38.68,Cartão de crédito
1579,2024-06-14,Educação,Plataforma online,211.67,Pix
1580,2024-06-14,Alimentação,Supermercado,159.24,Boleto
1581,2024-06-14,Saúde,Farmácia,584.6,Cartão de débito
1582,2024-06-15,Saúde,Consulta médica,592.32,Dinheiro
1583,2024-06-15,Saúde,Farmácia,602.98,Dinheiro
1584,2024-06-15,Saúde,Farmácia,836.66,Boleto
1585,2024-06-16,Saúde,Consulta médica,303.71,Pix
1586,2024-06-16,Educação,Mensalidade curso,577.61,Dinheiro
1587,2024-06-17,Alimentação,Restaurante,93.05,Pix
1588,2024-06-17,Educação,Plataforma online,229.69,Pix
1589,2024-06-17,Alimentação,Lanchonete,113.65,Cartão de débito
1590,2024-06-17,Outros,Doação,156.99,Dinheiro
1591,2024-06-17,Outros,Imprevisto,15.45,Boleto
1592,2024-06-17,Transporte,Combustível,116.24,Cartão de crédito
1593,2024-06-17,Lazer,Streaming,316.41,Dinheiro
1594,2024-06-18,Transporte,Aplicativo de transporte,23.61,Dinheiro
1595,2024-06-18,Moradia,Internet,2190.81,Dinheiro
1596,2024-06-18,Educação,Material escolar,568.18,Dinheiro
1597,2024-06-19,Educação,Livros,79.84,Cartão de débito
1598,2024-06-19,Lazer,Jogos,119.32,Pix
1599,2024-06-19,Moradia,Internet,1285.3,Cartão de crédito
1600,2024-06-19,Lazer,Jogos,98.67,Cartão de crédito
1601,2024-06-19,Serviços,Assinatura de app,498.46,Cartão de crédito
1602,2024-06-19,Outros,Doação,90.6,Dinheiro
1603,2024-06-20,Alimentação,Delivery,193.46,Pix
1604,2024-06-20,Saúde,Plano de saúde,155.97,Pix
1605,2024-06-20,Alimentação,Delivery,188.57,Cartão de crédito
1606,2024-06-20,Educação,Material escolar,525.74,Dinheiro
1607,2024-06-20,Lazer,Streaming,248.55,Boleto
1608,2024-06-20,Alimentação,Restaurante,125.69,Pix
1609,2024-06-22,Alimentação,Feira,28.03,Pix
1610,2024-06-22,Saúde,Dentista,673.79,Boleto
1611,2024-06-22,Alimentação,Supermercado,52.69,Boleto
1612,2024-06-22,Lazer,Viagem,233.27,Dinheiro
1613,2024-06-23,Educação,Plataforma online,81.33,Boleto
1614,2024-06-23,Vestuário,Acessórios,213.36,Boleto
1615,2024-06-24,Serviços,Assinatura de app,223.11,Boleto
1616,2024-06-24,Moradia,Condomínio,1725.49,Pix
1617,2024-06-24,Serviços,Manutenção doméstica,25.79,Pix
1618,2024-06-24,Lazer,Viagem,106.35,Pix
1619,2024-06-25,Alimentação,Lanchonete,54.27,Cartão de débito
1620,2024-06-25,Educação,Material escolar,256.81,Cartão de débito
1621,2024-06-26,Transporte,Ônibus,60.02,Cartão de débito
1622,2024-06-26,Alimentação,Restaurante,64.79,Pix
1623,2024-06-26,Lazer,Show,178.4,Cartão de crédito
1624,2024-06-26,Outros,Doação,158.54,Dinheiro
1625,2024-06-27,Saúde,Consulta médica,249.84,Pix
1626,2024-06-27,Alimentação,Lanchonete,101.07,Cartão de débito
1627,2024-06-27,Saúde,Plano de saúde,772.39,Pix
1628,2024-06-27,Serviços,Lavanderia,25.69,Dinheiro
1629,2024-06-28,Educação,Plataforma online,910.13,Boleto
1630,2024-06-29,Transporte,Pedágio,67.0,Pix
1631,2024-06-29,Transporte,Manutenção do veículo,70.49,Dinheiro
1632,2024-06-29,Saúde,Farmácia,214.84,Boleto
1633,2024-06-30,Transporte,Estacionamento,173.98,Cartão de débito
1634,2024-06-30,Transporte,Ônibus,171.02,Boleto
1635,2024-07-01,Serviços,Lavanderia,431.67,Cartão de crédito
1636,2024-07-02,Lazer,Show,73.1,Dinheiro
1637,2024-07-02,Lazer,Bar,300.59,Cartão de débito
1638,2024-07-02,Lazer,Jogos,64.01,Dinheiro
1639,2024-07-02,Vestuário,Calçados,313.26,Pix
1640,2024-07-03,Alimentação,Delivery,90.56,Pix
1641,2024-07-03,Alimentação,Padaria,82.26,Dinheiro
1642,2024-07-03,Vestuário,Roupas,236.73,Boleto
1643,2024-07-03,Vestuário,Calçados,72.39,Dinheiro
1644,2024-07-04,Alimentação,Lanchonete,69.37,Cartão de crédito
1645,2024-07-04,Alimentação,Restaurante,163.7,Boleto
1646,2024-07-04,Alimentação,Lanchonete,163.96,Dinheiro
1647,2024-07-05,Transporte,Manutenção do veículo,107.3,Dinheiro
1648,2024-07-06,Outros,Presente,231.38,Boleto
1649,2024-07-06,Transporte,Ônibus,20.67,Pix
1650,2024-07-06,Saúde,Plano de saúde,224.11,Dinheiro
1651,2024-07-07,Transporte,Manutenção do veículo,21.24,Pix
1652,2024-07-08,Outros,Presente,234.3,Dinheiro
1653,2024-07-08,Transporte,Combustível,151.93,Pix
1654,2024-07-09,Alimentação,Supermercado,79.29,Boleto
1655,2024-07-09,Vestuário,Acessórios,46.23,Dinheiro
1656,2024-07-09,Transporte,Manutenção do veículo,155.44,Cartão de crédito
1657,2024-07-09,Lazer,Jogos,118.21,Cartão de crédito
1658,2024-07-10,Transporte,Aplicativo de transporte,168.25,Cartão de débito
1659,2024-07-10,Saúde,Plano de saúde,52.14,Cartão de crédito
1660,2024-07-10,Serviços,Manutenção doméstica,24.1,Pix
1661,2024-07-11,Alimentação,Delivery,215.31,Cartão de crédito
1662,2024-07-12,Alimentação,Padaria,90.69,Cartão de débito
1663,2024-07-12,Transporte,Ônibus,22.95,Pix
1664,2024-07-13,Vestuário,Calçados,380.15,Cartão de débito
1665,2024-07-13,Moradia,Internet,2023.83,Cartão de crédito
1666,2024-07-13,Alimentação,Delivery,102.16,Cartão de débito
1667,2024-07-13,Lazer,Cinema,247.63,Cartão de crédito
1668,2024-07-14,Outros,Diversos,244.73,Boleto
1669,2024-07-14,Alimentação,Supermercado,16.74,Cartão de crédito
1670,2024-07-15,Alimentação,Padaria,173.04,Cartão de crédito
1671,2024-07-15,Alimentação,Supermercado,113.89,Pix
1672,2024-07-15,Educação,Plataforma online,689.36,Cartão de débito
1673,2024-07-15,Moradia,Água,975.57,Pix
1674,2024-07-16,Alimentação,Delivery,74.05,Dinheiro
1675,2024-07-17,Alimentação,Padaria,148.69,Cartão de crédito
1676,2024-07-17,Alimentação,Lanchonete,33.05,Pix
1677,2024-07-17,Transporte,Aplicativo de transporte,85.86,Cartão de crédito
1678,2024-07-17,Moradia,Água,265.97,Cartão de débito
1679,2024-07-18,Alimentação,Supermercado,196.27,Pix
1680,2024-07-18,Alimentação,Supermercado,147.34,Pix
1681,2024-07-19,Vestuário,Calçados,218.16,Boleto
1682,2024-07-19,Alimentação,Restaurante,88.61,Boleto
1683,2024-07-20,Saúde,Dentista,376.04,Pix
1684,2024-07-20,Alimentação,Padaria,94.36,Dinheiro
1685,2024-07-20,Outros,Imprevisto,211.32,Boleto
1686,2024-07-20,Serviços,Salão de beleza,87.86,Cartão de crédito
1687,2024-07-20,Alimentação,Supermercado,90.59,Boleto
1688,2024-07-21,Transporte,Aplicativo de transporte,39.3,Pix
1689,2024-07-21,Serviços,Salão de beleza,408.01,Dinheiro
1690,2024-07-21,Lazer,Bar,93.71,Boleto
1691,2024-07-22,Moradia,Internet,2175.64,Pix
1692,2024-07-22,Moradia,Aluguel,746.31,Cartão de débito
1693,2024-07-23,Outros,Imprevisto,56.24,Cartão de crédito
1694,2024-07-24,Transporte,Combustível,143.37,Pix
1695,2024-07-24,Alimentação,Restaurante,83.24,Dinheiro
1696,2024-07-25,Moradia,Aluguel,363.22,Cartão de crédito
1697,2024-07-26,Vestuário,Roupas,344.42,Dinheiro
1698,2024-07-26,Lazer,Jogos,70.84,Pix
1699,2024-07-26,Transporte,Aplicativo de transporte,126.98,Boleto
1700,2024-07-26,Saúde,Plano de saúde,350.7,Boleto
1701,2024-07-27,Vestuário,Acessórios,112.81,Cartão de débito
1702,2024-07-27,Outros,Imprevisto,224.78,Cartão de crédito
1703,2024-07-28,Vestuário,Roupas,412.64,Cartão de crédito
1704,2024-07-28,Moradia,Gás,609.78,Dinheiro
1705,2024-07-28,Serviços,Assinatura de app,30.31,Boleto
1706,2024-07-28,Educação,Mensalidade curso,625.96,Cartão de débito
1707,2024-07-29,Transporte,Ônibus,26.39,Dinheiro
1708,2024-07-29,Alimentação,Delivery,173.87,Dinheiro
1709,2024-07-29,Moradia,Gás,1289.75,Dinheiro
1710,2024-07-29,Educação,Plataforma online,608.45,Dinheiro
1711,2024-07-30,Saúde,Dentista,334.43,Pix
1712,2024-07-30,Educação,Plataforma online,122.1,Pix
1713,2024-07-30,Alimentação,Delivery,33.39,Cartão de crédito
1714,2024-07-31,Alimentação,Restaurante,219.44,Boleto
1715,2024-07-31,Vestuário,Roupas,318.43,Dinheiro
1716,2024-07-31,Educação,Material escolar,839.44,Cartão de crédito
1717,2024-07-31,Transporte,Manutenção do veículo,115.13,Cartão de débito
1718,2024-08-01,Saúde,Consulta médica,796.13,Pix
1719,2024-08-02,Vestuário,Calçados,165.41,Pix
1720,2024-08-02,Lazer,Bar,248.61,Boleto
1721,2024-08-02,Saúde,Consulta médica,345.41,Cartão de crédito
1722,2024-08-02,Serviços,Assinatura de app,434.08,Cartão de débito
1723,2024-08-03,Serviços,Lavanderia,171.05,Dinheiro
1724,2024-08-03,Transporte,Estacionamento,60.36,Cartão de débito
1725,2024-08-03,Saúde,Plano de saúde,843.07,Pix
1726,2024-08-03,Vestuário,Roupas,102.4,Cartão de débito
1727,2024-08-03,Educação,Mensalidade curso,492.75,Cartão de débito
1728,2024-08-04,Moradia,Gás,257.89,Boleto
1729,2024-08-05,Serviços,Lavanderia,230.79,Pix
1730,2024-08-05,Serviços,Manutenção doméstica,372.45,Dinheiro
1731,2024-08-05,Saúde,Consulta médica,165.64,Boleto
1732,2024-08-05,Alimentação,Padaria,211.6,Pix
1733,2024-08-06,Transporte,Manutenção do veículo,54.19,Cartão de débito
1734,2024-08-06,Vestuário,Calçados,295.03,Pix
1735,2024-08-06,Saúde,Exames,490.08,Cartão de crédito
1736,2024-08-06,Moradia,Água,234.71,Dinheiro
1737,2024-08-07,Saúde,Exames,225.47,Dinheiro
1738,2024-08-07,Educação,Plataforma online,393.62,Boleto
1739,2024-08-07,Serviços,Salão de beleza,94.26,Dinheiro
1740,2024-08-07,Lazer,Viagem,22.45,Dinheiro
1741,2024-08-07,Moradia,Água,1293.78,Cartão de crédito
1742,2024-08-08,Moradia,Água,1894.75,Cartão de crédito
1743,2024-08-08,Moradia,Aluguel,2002.99,Cartão de débito
1744,2024-08-08,Moradia,Condomínio,1271.98,Boleto
1745,2024-08-08,Transporte,Combustível,96.49,Pix
1746,2024-08-08,Vestuário,Roupas,309.5,Cartão de débito
1747,2024-08-09,Saúde,Farmácia,468.15,Pix
1748,2024-08-09,Alimentação,Delivery,218.02,Boleto
1749,2024-08-09,Transporte,Estacionamento,154.33,Boleto
1750,2024-08-09,Outros,Presente,125.08,Boleto
1751,2024-08-10,Transporte,Manutenção do veículo,80.09,Boleto
1752,2024-08-10,Moradia,Água,1615.79,Cartão de crédito
1753,2024-08-10,Serviços,Salão de beleza,220.53,Cartão de crédito
1754,2024-08-11,Alimentação,Delivery,214.34,Cartão de crédito
1755,2024-08-11,Alimentação,Feira,160.06,Dinheiro
1756,2024-08-11,Alimentação,Delivery,144.48,Boleto
1757,2024-08-11,Alimentação,Padaria,48.05,Pix
1758,2024-08-12,Moradia,Energia elétrica,92.5,Pix
1759,2024-08-12,Moradia,Gás,937.38,Dinheiro
1760,2024-08-12,Alimentação,Delivery,33.68,Dinheiro
1761,2024-08-13,Lazer,Jogos,83.32,Pix
1762,2024-08-14,Saúde,Exames,152.65,Cartão de débito
1763,2024-08-14,Moradia,Energia elétrica,516.0,Pix
1764,2024-08-14,Outros,Presente,215.2,Dinheiro
1765,2024-08-14,Moradia,Água,2071.51,Cartão de débito
1766,2024-08-15,Alimentação,Delivery,78.95,Dinheiro
1767,2024-08-15,Alimentação,Delivery,101.86,Cartão de crédito
1768,2024-08-15,Transporte,Ônibus,11.27,Pix
1769,2024-08-16,Transporte,Ônibus,28.0,Pix
1770,2024-08-16,Moradia,Internet,2039.21,Boleto
1771,2024-08-16,Transporte,Ônibus,14.24,Boleto
1772,2024-08-17,Outros,Presente,73.71,Boleto
1773,2024-08-17,Outros,Doação,27.09,Boleto
1774,2024-08-17,Saúde,Consulta médica,685.09,Pix
1775,2024-08-17,Serviços,Salão de beleza,325.34,Cartão de débito
1776,2024-08-18,Vestuário,Acessórios,215.36,Cartão de débito
1777,2024-08-18,Alimentação,Delivery,35.49,Boleto
1778,2024-08-18,Moradia,Energia elétrica,1004.47,Dinheiro
1779,2024-08-18,Saúde,Dentista,762.83,Boleto
1780,2024-08-19,Lazer,Jogos,18.49,Pix
1781,2024-08-19,Saúde,Farmácia,781.88,Cartão de crédito
1782,2024-08-20,Lazer,Streaming,189.47,Pix
1783,2024-08-20,Alimentação,Lanchonete,197.73,Dinheiro
1784,2024-08-21,Moradia,Energia elétrica,1433.72,Cartão de crédito
1785,2024-08-21,Alimentação,Supermercado,176.77,Cartão de crédito
1786,2024-08-21,Lazer,Jogos,260.78,Cartão de débito
1787,2024-08-21,Serviços,Salão de beleza,120.43,Dinheiro
1788,2024-08-21,Saúde,Farmácia,700.53,Cartão de débito
1789,2024-08-21,Moradia,Condomínio,1960.85,Boleto
